title,url,category,filetype,slide_count,publishing_consultancy,description
"Process &#40;1&#41; - Modelling",https://flevy.com/browse/marketplace/process-1-modelling-964,"Operational Excellence",PowerPoint,16,"The Highway of Change","This presentation includes insights from a World HRD Congress Change Leader of Tomorrow awardee who has 50 years of experience in over 30 industry sectors, implementing 30 technologies in over 20 countries."
"PRINCE2 Project Management Overview",https://flevy.com/browse/marketplace/prince2-project-management-overview-287,"Operational Excellence",PowerPoint,64,"Dartview Consulting","PRINCE2 Project Management Overview PPT: Learn PRINCE2 principles, themes, processes & roles. Download this customizable project management presentation now."
"Procurement SOPs",https://flevy.com/browse/marketplace/procurement-sops-9075,"Operational Excellence",PowerPoint,1070,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Procurement Initiatives."
"Assessment Dashboard - Capability Maturity Model &#40;CMM&#41;",https://flevy.com/browse/marketplace/assessment-dashboard-capability-maturity-model-cmm-3153,"Operational Excellence",Excel,,"Gerard Blokdijk","Enhance your CMM expertise with this Excel-based Self-Assessment Dashboard. Created by industry experts, it streamlines CMM evaluations for effective decision-making."
"White Belt Operational Excellence - The Path to World-Class",https://flevy.com/browse/marketplace/white-belt-operational-excellence-the-path-to-world-class-1047,"Operational Excellence",PowerPoint,193,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Freight Management Excel Dashboard Template",https://flevy.com/browse/marketplace/freight-management-excel-dashboard-template-7742,"Operational Excellence",Excel,,"Improve Your Excel","Transport management excel sheet for freight cost analysis & planning. Get the Freight Management Excel Dashboard Template (XLSX) to track logistics & transport data."
"Robotics Value Chain",https://flevy.com/browse/marketplace/robotics-value-chain-9633,"Operational Excellence",PowerPoint,32,"LearnPPT Consulting","This framework is created by former McKinsey, BCG, Deloitte, EY, and Capgemini consultants and provides actionable insights for Robotics Industry Value Chain Analysis."
"8D Problem Solving Process Report Template",https://flevy.com/browse/flevypro/8d-problem-solving-process-report-template-2693,"Operational Excellence",Word,3,"Operational Excellence Consulting LLC","8D report template (Word DOCX): document the 8 Disciplines, team, containment, root cause, corrective actions, prevention, closure. Download, edit in minutes."
"Key Performance Indicators &#40;KPIs&#41; | Finance Functions",https://flevy.com/browse/marketplace/key-performance-indicators-kpis-finance-functions-7994,"Operational Excellence",PowerPoint,137,"ILMAM - Strategy & Management Consulting","MBB/Big 4 style presentation that provides a collection of 100+ Key Performance Indicators &#40;KPIs&#41; related to the Finance functions"
"Tension Management",https://flevy.com/browse/flevypro/tension-management-5922,"Operational Excellence",PowerPoint,29,"LearnPPT Consulting","Explore a framework by ex-McKinsey and Big 4 consultants for managing Performance Tensions in high-pressure environments. Transform conflict into productivity."
"Supply Chain Management (SCM) & Logistics - Intelligence Report &#40;Sept 2022&#41;",https://flevy.com/browse/marketplace/supply-chain-management-scm-and-logistics-intelligence-report-sept-2022-6365,"Operational Excellence",PowerPoint,39,FlevyIntel,"Explore our SCM & Logistics Intelligence Report (Sept 2022), crafted by industry experts, detailing market trends, disruptions, and resilience strategies."
"Lean - Kanban Scheduling Systems",https://flevy.com/browse/marketplace/lean-kanban-scheduling-systems-1676,"Operational Excellence",PowerPoint,105,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a step-by-step approach to implementing Lean Kanban Systems."
"Return on Investment &#40;Project Management/Lean&#41;",https://flevy.com/browse/marketplace/return-on-investment-project-management-lean-2178,"Operational Excellence",Excel,,"QMaxima Inc. - Simplifying Excellence ","This Lean tool was developed by Master Black Belts and experts from GE, Deloitte, Fujitsu, and BlackBerry."
"Logistics / Postal Company Business Capability Model",https://flevy.com/browse/marketplace/logistics-postal-company-business-capability-model-3613,"Operational Excellence",PDF,1,"R Bradley Consulting","Explore the Logistics/Postal Company Business Capability Model, crafted for Enterprise Architects. Enhance operational efficiency and align strategies with IT."
"A3 Project Charter",https://flevy.com/browse/marketplace/a3-project-charter-2887,"Operational Excellence",PowerPoint,2,"Tragal Consulting","Download the A3 Project Charter PPT template to streamline project planning and communication. Perfect for professionals seeking clear, structured project charters."
"Purchasing Chessboard",https://flevy.com/browse/flevypro/purchasing-chessboard-3045,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Purchasing Chessboard PPT: Explore 64 proven methods to reduce costs and boost supplier value. Download this procurement framework to optimize your sourcing strategy."
"Strategic Sourcing Sales Deck",https://flevy.com/browse/flevypro/strategic-sourcing-sales-deck-1865,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore this Strategic Sourcing Sales Deck, crafted by ex-McKinsey & Big 4 consultants, offering a 7-step methodology for cost savings and efficiency."
"PPT Template for Updates + Case Study",https://flevy.com/browse/marketplace/ppt-template-for-updates-case-study-3466,"Operational Excellence",PowerPoint,24,"Clarity First ","&lt;McKinsey &gt; 3yrs on staff, 15 yrs freelance trainer & coach | &lt;Barbara Minto &gt; Approved | &lt;BCG&gt; training designer | Coaches at FX10 and ASX 10 | Startup founder | Author | C-suite Coach."
"Matrix Organization: Balance of Power",https://flevy.com/browse/flevypro/matrix-organization-balance-of-power-3477,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Explore the intricacies of Matrix Organizations with insights on power dynamics from an ex-McKinsey consultant. Optimize efficiency and collaboration with practical templates."
"Strategy Classics: Balanced Scorecard (BSC)",https://flevy.com/browse/flevypro/strategy-classics-balanced-scorecard-bsc-1969,"Operational Excellence",PowerPoint,30,"LearnPPT Consulting","Balanced Scorecard PPT: Download the classic Strategy Balanced Scorecard template (BSC) for PowerPoint. Includes examples and slides to build your performance review."
"Lean Warehousing Transformation",https://flevy.com/browse/flevypro/lean-warehousing-transformation-4056,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Warehouse improvement ideas PPT: Learn Lean Warehousing Transformation with 5S, Kaizen, and logistics strategies. Download this actionable PPTX template now."
"Value Mapping",https://flevy.com/browse/flevypro/value-mapping-2659,"Operational Excellence",PowerPoint,19,"PPT Lab","Explore Value Mapping, a framework by ex-McKinsey consultants, designed to align performance metrics with stakeholder needs for sustainable value creation."
"PMP 7th Edition Exam Prep",https://flevy.com/browse/marketplace/pmp-7th-edition-exam-prep-6310,"Operational Excellence",PowerPoint,245,"Tarek Darwish, Sr. Consultant & Trainer","PMP 7th Edition Exam Prep PPT: Get expert slides for PMBOK 7th Edition concepts, training, and exam review. Download professional PMP v7 presentation now."
"Chief Operating Officer &#40;COO&#41; Toolkit",https://flevy.com/browse/marketplace/chief-operating-officer-coo-toolkit-7532,"Operational Excellence",PowerPoint,390,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"Project Management SOPs",https://flevy.com/browse/marketplace/project-management-sops-9146,"Operational Excellence",PowerPoint,825,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Project Management Initiatives."
"TPM Autonomous Maintenance Audit Guide & Checklists",https://flevy.com/browse/marketplace/tpm-autonomous-maintenance-audit-guide-and-checklists-3208,"Operational Excellence",PowerPoint,28,"Operational Excellence Consulting","Developed by a renowned JIPM-certified TPM Instructor with extensive experience at industry leaders like Continental and Micron, this comprehensive audit kit is your key to successful and streamlined TPM implementation."
"Standard Work Presentation",https://flevy.com/browse/marketplace/standard-work-presentation-1032,"Operational Excellence",PowerPoint,64,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean Six Sigma GB/BB Training 1600+ Slides, 74 Minitab Files",https://flevy.com/browse/marketplace/lean-six-sigma-gb-bb-training-1600-slides-74-minitab-files-5663,"Operational Excellence",PDF,1630,"QMaxima Inc. - Simplifying Excellence ","This LSS GB/BB training was developed by Master Black Belts and experts from GE, Deloitte, Fujitsu, and BlackBerry.  It features over 1600 slides and 75 Minitab exercises."
"Advanced Process Mapping",https://flevy.com/browse/marketplace/advanced-process-mapping-5517,"Operational Excellence",PowerPoint,35,FranklinGood,"Master advanced process mapping with this 35-page course by FranklinGood. Learn SIPOC, Shingo, Linear Flow, and Swimlane techniques to boost efficiency."
"Process Mapping Series: Planning and Management Accounting",https://flevy.com/browse/marketplace/process-mapping-series-planning-and-management-accounting-3161,"Operational Excellence",PowerPoint,10,BusinessRules,"This presentation, created by a former Ernst & Young management consultant whose global clients include Bridgewater and Fannie Mae, depicts the Planning & Management Accounting process."
"Hoshin Kanri Strategy Deployment X-Matrix Template",https://flevy.com/browse/flevypro/hoshin-kanri-strategy-deployment-x-matrix-template-2697,"Operational Excellence",Excel,,"Operational Excellence Consulting LLC","Hoshin Kanri template Excel: Download the Strategy Deployment X-Matrix Template to plan, align, and track goals effectively. Easy-to-use XLS format for strategic clarity."
"Executive Dashboard Toolkit",https://flevy.com/browse/marketplace/executive-dashboard-toolkit-9668,"Operational Excellence",PowerPoint,200,"Domont Consulting","This toolkit was created by ex-McKinsey, Deloitte and BCG Strategy Consultants. It includes 160 Charts, Visuals + Financial Models in Excel & PPT + 18 min of Video Training."
"Agility in Supply Chain Network Design",https://flevy.com/browse/flevypro/agility-in-supply-chain-network-design-4029,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore agility in supply chain network design with insights from ex-McKinsey and Big 4 consultants. Learn a 3-phase process to enhance operational efficiency."
"Servitization Model",https://flevy.com/browse/flevypro/servitization-model-8195,"Operational Excellence",PowerPoint,30,"LearnPPT Consulting","Explore the Servitization Model, crafted by ex-McKinsey and Big 4 consultants. Transform product-focused firms into service-oriented leaders with actionable insights."
"RACI Charting & Analysis",https://flevy.com/browse/flevypro/raci-charting-and-analysis-3474,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","RACI template PowerPoint: Get a ready-to-use RACI Charting & Analysis PPT to clarify roles and responsibilities. Download this professional RACI matrix template now."
"Business Process Management Lifecycle (BPM-L)",https://flevy.com/browse/flevypro/business-process-management-lifecycle-bpm-l-3135,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Business Process Management Life Cycle PPT: Learn BPM stages, frameworks, and process optimization. Download this detailed Business Process Management Lifecycle (BPM-L) presentation now."
"Continuous Process Improvement and Innovation (CPI2)",https://flevy.com/browse/flevypro/continuous-process-improvement-and-innovation-cpi2-3937,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore the CPI2 framework, crafted by ex-McKinsey & Big 4 consultants, to drive transformational change through process improvement and innovation."
"Digital Transformation: Operations Ecosystem",https://flevy.com/browse/flevypro/digital-transformation-operations-ecosystem-3446,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Explore the Operations Ecosystem framework, crafted by ex-McKinsey and Big 4 consultants, to enhance digital transformation strategies and operational efficiency."
"Collaborative Supplier Innovation",https://flevy.com/browse/flevypro/collaborative-supplier-innovation-3134,"Operational Excellence",PowerPoint,23,"LearnPPT Consulting","Explore a strategic framework for Collaborative Supplier Innovation, crafted by ex-McKinsey & Big 4 consultants. Enhance procurement, drive innovation, and optimize value chains."
"Post-merger Integration (PMI): Financial Integration",https://flevy.com/browse/flevypro/post-merger-integration-pmi-financial-integration-4049,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore this comprehensive PMI framework by ex-McKinsey & Big 4 consultants. Master Financial Integration with strategic insights and practical templates."
"IT Transformation: 5 Focus Areas",https://flevy.com/browse/flevypro/it-transformation-5-focus-areas-3115,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Explore actionable strategies for CIOs to navigate economic downturns, crafted by ex-McKinsey & Big 4 consultants. Focus on cost reduction, investment optimization, and IT transformation."
"Enterprise Risk Management &#40;ERM&#41; - Guide",https://flevy.com/browse/marketplace/enterprise-risk-management-erm-guide-7068,"Operational Excellence",PowerPoint,102,"SB Consulting ","These templates are created by trained McKinsey, BCG, and Porsche Consulting consultants and are the same used by MBB, Big 4, and Fortune 100 companies when performing Enterprise Risk Management Initiatives."
"CEO KPI Excel Dashboard",https://flevy.com/browse/marketplace/ceo-kpi-excel-dashboard-8573,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Accounting Initiatives."
"Inventory Management Template - Inventory Tracker",https://flevy.com/browse/marketplace/inventory-management-template-inventory-tracker-7023,"Operational Excellence",Excel,,"Jair Almeida","Created by a certified Financial Modeler with 10 years+ of experience, including work with KPMG, McKinsey, and Deloitte, and managing $250MM+ in corporate finances. My goal is to provide institutional quality templates and analysis."
"Factory Process and Quality Audit",https://flevy.com/browse/marketplace/factory-process-and-quality-audit-1073,"Operational Excellence",Excel,,"Total Sourcing Solutions, LLC","Layered process audit checklist XLSX for factory and quality audits. Download this manufacturing process and supplier audit template Excel now."
"Quality & Cost of Quality",https://flevy.com/browse/marketplace/quality-and-cost-of-quality-3388,"Operational Excellence",PowerPoint,79,"Nishil Josh","Cost of quality PPT: Learn key concepts, cost of poor quality, and quality management slides. Download this professional presentation to improve quality control."
"Root Cause Analysis",https://flevy.com/browse/marketplace/root-cause-analysis-1011,"Operational Excellence",PowerPoint,57,bizpi,"Root cause analysis training PPT: Learn key tools, templates, and corrective actions for pharma, healthcare, and manufacturing. Download editable slides now."
"Corporate Strategy Self Assessment Toolkit &#40;500+ KPIs&#41;",https://flevy.com/browse/marketplace/corporate-strategy-self-assessment-toolkit-500-kpis-9138,"Operational Excellence",PowerPoint,774,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Strategy Initiatives."
"How to Develop and Evaluate Key Performance Indicators &#40;KPIs&#41;",https://flevy.com/browse/marketplace/how-to-develop-and-evaluate-key-performance-indicators-kpis-1276,"Operational Excellence",PDF,13,"Dr. Gregg Li","Developed by seasoned consultants, this guide offers a comprehensive framework for defining, measuring, and reporting KPIs to enhance organizational performance."
"5S Audit Checklist for Manufacturing Companies",https://flevy.com/browse/marketplace/5s-audit-checklist-for-manufacturing-companies-2680,"Operational Excellence",PowerPoint,28,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive checklist is your pathway to achieving Operational Excellence through Lean Methodologies."
"Developing a Lean Culture",https://flevy.com/browse/marketplace/developing-a-lean-culture-1033,"Operational Excellence",PowerPoint,46,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean - 5S Visual Workplace Organization",https://flevy.com/browse/marketplace/lean-5s-visual-workplace-organization-602,"Operational Excellence",PowerPoint,123,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a step-by-step approach to implementing the Lean 5S Methodology."
"Lean Six Sigma Deliverables Workbook Templates",https://flevy.com/browse/marketplace/lean-six-sigma-deliverables-workbook-templates-1007,"Operational Excellence",Excel,,tushars2012,"Six Sigma Excel templates for DMAIC, process maps, and control plans. Get Lean Six Sigma deliverables workbook templates (XLS) to streamline projects. Download now."
"Operational Excellence Toolkit",https://flevy.com/browse/marketplace/operational-excellence-toolkit-7883,"Operational Excellence",PowerPoint,94,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Management Initiatives."
"Digital Customer Service &#40;DCS&#41;",https://flevy.com/browse/marketplace/digital-customer-service-dcs-6191,"Operational Excellence",PowerPoint,105,"Operational Excellence Consulting","Developed by a seasoned CX Consultant with global experience at industry giants like Microsoft and IBM, this presentation is your gateway to elevating effortless experience and maximizing customer satisfaction."
"100+ Chief Operating Officer &#40;COO&#41; SOPs",https://flevy.com/browse/marketplace/100-chief-operating-officer-coo-sops-10060,"Operational Excellence",Excel,,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Management Initiatives."
"5S Number Game",https://flevy.com/browse/flevypro/5s-number-game-1823,"Operational Excellence",PowerPoint,16,"OpEx Academy NZ","Explore the 5S Number Game PPT, crafted by ex-McKinsey & Big 4 consultants. Enhance team engagement and efficiency through interactive 5S principles."
"Six Sigma - DMAIC Problem Solving Process & Tools",https://flevy.com/browse/marketplace/six-sigma-dmaic-problem-solving-process-and-tools-2483,"Operational Excellence",PowerPoint,182,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation covers the Six Sigma DMAIC Problem Solving Process and Root Cause Analysis."
"Financial Model for Manufacturing Valuation",https://flevy.com/browse/marketplace/financial-model-for-manufacturing-valuation-120,"Operational Excellence",Excel,,investmentbanker,"Financial Model for Manufacturing Valuation Excel: Download DCF and LBO model examples with detailed cost, cash flow, and debt analysis for manufacturing firms."
"Cash Flow and Cost Reduction Guide",https://flevy.com/browse/marketplace/cash-flow-and-cost-reduction-guide-4182,"Operational Excellence",PowerPoint,33,"Corporate Finance 101","Optimize cash flow and enhance financial resilience with this expert guide, crafted by industry veterans. Essential strategies for crisis management included."
"Structured Problem Solving: Modified A3",https://flevy.com/browse/flevypro/structured-problem-solving-modified-a3-6193,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Explore a 6-step Structured Problem Solving framework, crafted by ex-McKinsey and Big 4 consultants, enhancing decision-making and continuous improvement."
"Key Performance Indicator (KPI) Strategies: Part 1",https://flevy.com/browse/flevypro/key-performance-indicator-kpi-strategies-part-1-4005,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Key Performance Indicator (KPI) Strategies PPT: Learn essential KPI concepts, frameworks, and presentation tips. Get expert slides to enhance your KPI training and reports."
"Procurement Maturity Model",https://flevy.com/browse/flevypro/procurement-maturity-model-2962,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore the Procurement Maturity Model developed by ex-McKinsey & Big 4 consultants. Understand strategic evolution from transactional to competitive advantage."
"7 Principles of Business Process Reengineering (BPR)",https://flevy.com/browse/flevypro/7-principles-of-business-process-reengineering-bpr-5203,"Operational Excellence",PowerPoint,22,"LearnPPT Consulting","Explore the 7 Principles of Business Process Reengineering, crafted by ex-McKinsey & Big 4 consultants, to transform workflows and enhance competitiveness."
"Supply Chain Management (SCM): Risk Management Strategies",https://flevy.com/browse/flevypro/supply-chain-management-scm-risk-management-strategies-5094,"Operational Excellence",PowerPoint,25,"LearnPPT Consulting","Supply chain risk management PPT: Learn key strategies to identify, assess & mitigate risks in global logistics and procurement. Download this expert SCM presentation now."
"Facilities Management (FM): 5 Major Growth Drivers",https://flevy.com/browse/flevypro/facilities-management-fm-5-major-growth-drivers-3416,"Operational Excellence",PowerPoint,31,"LearnPPT Consulting","Explore the evolution of Facilities Management with insights from ex-McKinsey and Big 4 consultants. Understand key growth drivers and industry trends."
"Warehouse Automation: 10 Technologies",https://flevy.com/browse/flevypro/warehouse-automation-10-technologies-5465,"Operational Excellence",PowerPoint,26,"LearnPPT Consulting","Warehouse automation PPT: Learn 10 key technologies transforming smart warehouses. Get insights on automation types, material handling, and system examples. Download PPT now."
"Integrated Real Estate Strategy",https://flevy.com/browse/flevypro/integrated-real-estate-strategy-3743,"Operational Excellence",PowerPoint,24,"LearnPPT Consulting","Explore an integrated Real Estate Strategy developed by ex-McKinsey & Big 4 consultants. Optimize asset management amidst retail disruption."
"Learning Organization: 5 Building Blocks",https://flevy.com/browse/flevypro/learning-organization-5-building-blocks-3827,"Operational Excellence",PowerPoint,37,"LearnPPT Consulting","Explore the 5 building blocks of a Learning Organization, crafted by ex-McKinsey & Big 4 consultants. Enhance knowledge transfer and competitive advantage."
"Business Continuity Management - Leadership. Governance, & ISO Methodologies",https://flevy.com/browse/marketplace/business-continuity-management-leadership-governance-and-iso-methodologies-6183,"Operational Excellence",PowerPoint,159,"Patrick Gitau ","Business Continuity Management (BCM) PPT: Leadership, Governance & ISO methodologies for crisis, disaster recovery, and pandemic planning. Download the expert guide."
"Design for Manufacture and Assembly &#40;DFMA&#41;",https://flevy.com/browse/marketplace/design-for-manufacture-and-assembly-dfma-7952,"Operational Excellence",PowerPoint,111,"SB Consulting ","This toolkit is created by trained McKinsey, BCG, and Porsche Consulting consultants and is the same used by MBB, Big 4, and Fortune 100 companies when performing Operations Initiatives."
"5 Whys Analysis Toolkit",https://flevy.com/browse/marketplace/5-whys-analysis-toolkit-8831,"Operational Excellence",PowerPoint,54,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt &#40;ex-Microsoft, IBM and Panasonic&#41;, this toolkit is your pathway to Operational Excellence through 5 Whys Analysis."
"Maintenance Excellence for Operations",https://flevy.com/browse/marketplace/maintenance-excellence-for-operations-1040,"Operational Excellence",PowerPoint,82,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Excel Safety Dashboard",https://flevy.com/browse/marketplace/excel-safety-dashboard-8345,"Operational Excellence",Excel,,"Improve Your Excel","The Health Safety Excel Spreadsheet is a comprehensive tool designed to effectively manage Work Accidents and Daily Safety Dialogues &#40;DDS&#41; within your organization."
"Lean Manufacturing Assessment",https://flevy.com/browse/marketplace/lean-manufacturing-assessment-1465,"Operational Excellence",Word,35,"OpEx Academy NZ","This assessment is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Robust Production Management &#40;RPM&#41; Module 3: Complex Planning Calculations",https://flevy.com/browse/marketplace/robust-production-management-rpm-module-3-complex-planning-calculations-461,"Operational Excellence",PDF,21,"Lance Latham","Production Planning PDF: Download Robust Production Management (RPM) Module 3 for complex planning calculations, capacity rates, and cost-saving resource scheduling."
"Reliability Centered Maintenance &#40;RCM&#41; & Total Productive Maintenance &#40;TPM&#41; - 2 Day Presentation",https://flevy.com/browse/marketplace/reliability-centered-maintenance-rcm-and-total-productive-maintenance-tpm-2-day-presentation-1081,"Operational Excellence",PowerPoint,208,"OpEx Academy NZ","This presentation is developed by a pioneer in Lean and certified LSS Master Black Belt who has trained over 5,000+ students globally, from Directors, CEOs, GMs, to shop floor staff. He's endorsed by CMI Consortium, NZTE, HERA, NZPICS, CBAFF."
"Lean Management System Assessment",https://flevy.com/browse/marketplace/lean-management-system-assessment-6085,"Operational Excellence",PowerPoint,79,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this comprehensive assessment guide is your key to achieving Operational Excellence through Lean Methodologies."
"Advanced Product Quality Planning &#40;APQP&#41; 2nd Edition",https://flevy.com/browse/marketplace/advanced-product-quality-planning-apqp-2nd-edition-3475,"Operational Excellence",PowerPoint,66,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this presentation is your key to achieving Operational Excellence through quality planning and risks mitigation."
"Failure Mode & Effects Analysis &#40;FMEA&#41;",https://flevy.com/browse/marketplace/failure-mode-and-effects-analysis-fmea-3480,"Operational Excellence",PowerPoint,63,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this presentation is your key to achieving Operational Excellence through quality improvement and risk management."
"Eight Wastes of Lean &#40;by Industry or Function&#41;",https://flevy.com/browse/marketplace/eight-wastes-of-lean-by-industry-or-function-2747,"Operational Excellence",PowerPoint,79,"Operational Excellence Consulting","Eight Wastes of Lean PPT by Allan Ung: Download industry-specific Lean waste elimination examples for Manufacturing, Healthcare, IT, Finance, and more. Perfect for consultants."
"Balanced Scorecard Excel Templates",https://flevy.com/browse/marketplace/balanced-scorecard-excel-templates-1669,"Operational Excellence",Excel,,"Daniel M.","Balanced Scorecard Template Excel: Get ready-to-use XLS templates for performance, sales, HR, and project scorecards. Download balanced scorecard examples now."
"PDCA Problem Solving Project Template",https://flevy.com/browse/marketplace/pdca-problem-solving-project-template-907,"Operational Excellence",PowerPoint,64,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at Microsoft, IBM and Panasonic, this easy-to-use template is your pathway to achieving Operational Excellence through Lean Methodologies."
"Six Sigma - Process Capability Study",https://flevy.com/browse/marketplace/six-sigma-process-capability-study-603,"Operational Excellence",PowerPoint,103,"Operational Excellence Consulting LLC","Developed by a Senior Executive and Operational Excellence Coach with experience at organizations including NOKIA, MICROVENTION, and MAGELLAN, this presentation provides a detailed Introduction to Process Capability Studies using Minitab."
"ISO 9001:2015 &#40;QMS&#41; - Awareness Training &#40;with Tutor Notes&#41;",https://flevy.com/browse/marketplace/iso-90012015-qms-awareness-training-with-tutor-notes-5157,"Operational Excellence",PowerPoint,35,"Quality Professionals Group","Quality awareness training PPT for ISO 9001:2015 QMS. Learn key concepts with tutor notes. Download this professional PowerPoint for effective employee training."
"Lean Poster",https://flevy.com/browse/marketplace/lean-poster-5318,"Operational Excellence",PDF,3,"Operational Excellence Consulting","Developed by a seasoned Certified Lean Six Sigma Black Belt with a proven track record at industry leaders like Microsoft, IBM and Panasonic, this poster is your pathway to achieving Operational Excellence through Lean Methodologies."
"Plan for Performance Methodology",https://flevy.com/browse/marketplace/plan-for-performance-methodology-746,"Operational Excellence",PowerPoint,66,"Documents & Files","Explore the PLAN Methodology for dynamic strategic planning, crafted by ex-top-tier consultants. Enhance your business strategy with proven frameworks and insights."
"Balanced Scorecard - Comprehensive Guide",https://flevy.com/browse/marketplace/balanced-scorecard-comprehensive-guide-2965,"Operational Excellence",PowerPoint,54,"P-Square Partners","Explore this comprehensive Balanced Scorecard guide by ex-McKinsey consultant, detailing implementation, overcoming limitations, and real-world examples for strategic performance."
"Fit for Growth",https://flevy.com/browse/flevypro/fit-for-growth-6058,"Operational Excellence",PowerPoint,30,"LearnPPT Consulting","Explore the Fit for Growth framework by ex-McKinsey consultants. Assess strategic priorities, transform costs, and optimize organizational design for sustainable growth."
"Strategic Functional Organization",https://flevy.com/browse/flevypro/strategic-functional-organization-3710,"Operational Excellence",PowerPoint,28,"LearnPPT Consulting","Explore the Strategic Functional Organization framework by ex-McKinsey and Big 4 consultants. Enhance operational excellence and strategic alignment for leaders."
"Post-merger Integration &#40;PMI&#41;: Target Operating Model &#40;TOM&#41;",https://flevy.com/browse/flevypro/post-merger-integration-pmi-target-operating-model-tom-7875,"Operational Excellence",PowerPoint,38,"LearnPPT Consulting","Explore a comprehensive PMI Target Operating Model framework developed by ex-McKinsey and Big 4 consultants. Optimize post-merger operations and achieve synergies."
"BCBS 239 - Risk Data Aggregation",https://flevy.com/browse/flevypro/bcbs-239-risk-data-aggregation-3123,"Operational Excellence",PowerPoint,27,"LearnPPT Consulting","Explore BCBS 239 compliance with this expert PPT by ex-McKinsey & Big 4 consultants. Enhance your bank's Risk Data Aggregation & Reporting capabilities."
